Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,5/19/2021 19:15,39323914,881290,31893247
,0,5/19/2021 19:15,47898997,625856,42656323
,0,5/19/2021 19:15,27148402,739129,24505526
,0,5/19/2021 19:15,46304005,1055097,42281349
,0,5/19/2021 19:15,4755773,127454,4283057
,0,5/19/2021 19:15,66599,1228,62198
,0,5/19/2021 19:15,721,15,706
,World,5/19/2021 19:15,165498411,3430069,145682406
,US,5/19/2021 19:15,33797154,601894,27296894
,India,5/19/2021 19:15,25771405,287156,22348683
,Brazil,5/19/2021 19:15,15812055,441691,14247609
,France,5/19/2021 19:15,5917397,108181,0
,Turkey,5/19/2021 19:15,5151038,45419,4980516
,Russia,5/19/2021 19:15,4965676,116965,4581787
,UK,5/19/2021 19:15,4452527,127694,4284015
,Italy,5/19/2021 19:15,4172525,124646,3741149
,Germany,5/19/2021 19:15,3627777,87405,3340400
,Spain,5/19/2021 19:15,3625928,79568,3342024
,Argentina,5/19/2021 19:15,3411160,72265,3009150
,Colombia,5/19/2021 19:15,3144547,82291,2947661
,Poland,5/19/2021 19:15,2859261,72250,2610932
,Iran,5/19/2021 19:15,2792204,77765,2272719
,Mexico,5/19/2021 19:15,2385512,220746,1905591
,Ukraine,5/19/2021 19:15,2165233,48696,1899446
,Peru,5/19/2021 19:15,1897900,66770,1720665
,Indonesia,5/19/2021 19:15,1753101,48669,1616603
,Czechia,5/19/2021 19:15,1655414,29948,1602118
,South Africa,5/19/2021 19:15,1621362,55507,1528868
,Netherlands,5/19/2021 19:15,1610868,17488,0
,Canada,5/19/2021 19:15,1341866,25058,1255111
,Chile,5/19/2021 19:15,1300629,27997,1236581
,Philippines,5/19/2021 19:15,1159071,19507,1089613
,Iraq,5/19/2021 19:15,1151557,16069,1061975
,Romania,5/19/2021 19:15,1073679,29716,1028554
,Sweden,5/19/2021 19:15,1051762,14349,0
Brussels,Belgium,5/19/2021 19:15,1034714,24749,922277
,Pakistan,5/19/2021 19:15,886184,19856,799951
,Portugal,5/19/2021 19:15,843278,17013,804176
,Israel,5/19/2021 19:15,839221,6395,832232
,Hungary,5/19/2021 19:15,799588,29329,648513
,Bangladesh,5/19/2021 19:15,783737,12248,726132
,Jordan,5/19/2021 19:15,727612,9314,710445
,Serbia,5/19/2021 19:15,708328,6725,682847
,Japan,5/19/2021 19:15,692702,11851,609086
,Switzerland,5/19/2021 19:15,684954,10755,626589
,Austria,5/19/2021 19:15,639054,10508,618798
,United Arab Emirates,5/19/2021 19:15,550029,1639,530085
,Lebanon,5/19/2021 19:15,537043,7651,503774
,Morocco,5/19/2021 19:15,515758,9106,504210
,Malaysia,5/19/2021 19:15,485496,2040,436116
,Nepal,5/19/2021 19:15,480418,5657,360403
,Saudi Arabia,5/19/2021 19:15,436239,7201,420671
,Bulgaria,5/19/2021 19:15,415687,17416,369781
,Ecuador,5/19/2021 19:15,412907,19979,354499
,Slovakia,5/19/2021 19:15,388138,12262,0
,Greece,5/19/2021 19:15,383558,11587,340612
,Belarus,5/19/2021 19:15,380089,2732,370135
,Panama,5/19/2021 19:15,371684,6300,359848
,Kazakhstan,5/19/2021 19:15,364048,4124,323816
,Croatia,5/19/2021 19:15,351997,7792,338982
,Bolivia,5/19/2021 19:15,337441,13635,275069
,Georgia,5/19/2021 19:15,333601,4519,313651
,Azerbaijan,5/19/2021 19:15,331040,4814,317609
,Tunisia,5/19/2021 19:15,328528,11971,290282
,Paraguay,5/19/2021 19:15,318251,7802,264326
,Palestine,5/19/2021 19:15,304532,3448,295643
,Kuwait,5/19/2021 19:15,293574,1701,279924
,Costa Rica,5/19/2021 19:15,290920,3673,225158
,Dominican Republic,5/19/2021 19:15,279565,3597,234785
,Denmark,5/19/2021 19:15,269343,2505,253678
,Lithuania,5/19/2021 19:15,267769,4136,243126
,Ethiopia,5/19/2021 19:15,267597,4038,222560
,Ireland,5/19/2021 19:15,256893,4941,0
,Moldova,5/19/2021 19:15,254213,6053,245510
,Slovenia,5/19/2021 19:15,250453,4338,239442
,Egypt,5/19/2021 19:15,248078,14441,182693
,Uruguay,5/19/2021 19:15,246026,3578,214578
,Guatemala,5/19/2021 19:15,243833,7928,224185
,Honduras,5/19/2021 19:15,228287,6019,83086
,Armenia,5/19/2021 19:15,221368,4357,209508
,Venezuela,5/19/2021 19:15,217603,2428,201646
,Qatar,5/19/2021 19:15,214150,538,209251
,Oman,5/19/2021 19:15,207805,2228,192198
,Bahrain,5/19/2021 19:15,206878,773,188496
,Bosnia and Herzegovina,5/19/2021 19:15,202847,9086,170788
,Libya,5/19/2021 19:15,182350,3097,169070
,Kenya,5/19/2021 19:15,166382,3035,114235
,Nigeria,5/19/2021 19:15,165778,2067,156415
,North Macedonia,5/19/2021 19:15,154891,5249,146499
,Sri Lanka,5/19/2021 19:15,151343,1051,122367
,Myanmar,5/19/2021 19:15,143159,3216,132136
,South Korea,5/19/2021 19:15,133471,1912,123237
,Albania,5/19/2021 19:15,132095,2438,127240
,Latvia,5/19/2021 19:15,129297,2298,118219
,Cuba,5/19/2021 19:15,128094,834,120282
,Estonia,5/19/2021 19:15,127757,1232,119608
,Algeria,5/19/2021 19:15,125896,3395,87746
,Norway,5/19/2021 19:15,120082,781,88952
,Thailand,5/19/2021 19:15,116949,678,74368
,Kyrgyzstan,5/19/2021 19:15,101219,1725,94483
,Montenegro,5/19/2021 19:15,99031,1566,96226
,Uzbekistan,5/19/2021 19:15,97280,674,92840
,Ghana,5/19/2021 19:15,93456,783,91348
,Zambia,5/19/2021 19:15,92630,1263,90919
,Finland,5/19/2021 19:15,90687,929,46000
,Cameroon,5/19/2021 19:15,77429,1189,70497
,El Salvador,5/19/2021 19:15,71479,2199,66903
,Cyprus,5/19/2021 19:15,71398,348,39061
,Mozambique,5/19/2021 19:15,70509,828,68777
,Luxembourg,5/19/2021 19:15,69398,808,66803
,Afghanistan,5/19/2021 19:15,64575,2772,55529
,Singapore,5/19/2021 19:15,61689,31,61183
,Namibia,5/19/2021 19:15,51827,739,48531
,Botswana,5/19/2021 19:15,50800,774,47477
,Mongolia,5/19/2021 19:15,50099,227,43586
,Maldives,5/19/2021 19:15,48608,112,29644
,Jamaica,5/19/2021 19:15,47572,892,23530
,Ivory Coast,5/19/2021 19:15,46708,298,46176
,Uganda,5/19/2021 19:15,43094,350,42429
,Senegal,5/19/2021 19:15,40925,1128,39649
,Madagascar,5/19/2021 19:15,40385,777,38443
,Zimbabwe,5/19/2021 19:15,38595,1583,36371
,Sudan,5/19/2021 19:15,34272,2446,27949
,Malawi,5/19/2021 19:15,34231,1153,32246
,Angola,5/19/2021 19:15,31045,685,26013
,DRC,5/19/2021 19:15,30708,776,26603
,Malta,5/19/2021 19:15,30489,417,29952
,Australia,5/19/2021 19:15,29992,910,28952
,Cabo Verde,5/19/2021 19:15,28410,252,25581
,Rwanda,5/19/2021 19:15,26344,346,24808
,Gabon,5/19/2021 19:15,23909,145,20556
,Syria,5/19/2021 19:15,23830,1710,21360
,Reunion,5/19/2021 19:15,23566,176,21709
,Cambodia,5/19/2021 19:15,23282,159,14955
,Guinea,5/19/2021 19:15,22879,153,20547
,French Guiana,5/19/2021 19:15,22115,110,9995
,Mayotte,5/19/2021 19:15,20176,171,2964
,Mauritania,5/19/2021 19:15,18905,457,18163
,French Polynesia,5/19/2021 19:15,18828,141,18658
,Eswatini,5/19/2021 19:15,18530,672,17808
,Trinidad and Tobago,5/19/2021 19:15,17150,317,10515
,Guadeloupe,5/19/2021 19:15,16017,221,2242
,Guyana,5/19/2021 19:15,15454,345,13252
,Somalia,5/19/2021 19:15,14575,762,6579
,Papua New Guinea,5/19/2021 19:15,14341,139,11336
,Mali,5/19/2021 19:15,14221,512,9347
,Haiti,5/19/2021 19:15,13598,276,12463
,Andorra,5/19/2021 19:15,13569,127,13234
,Burkina Faso,5/19/2021 19:15,13404,165,13210
,Tajikistan,5/19/2021 19:15,13308,90,13218
,Togo,5/19/2021 19:15,13299,125,12013
,Belize,5/19/2021 19:15,12745,323,12342
,Curacao,5/19/2021 19:15,12257,120,12077
,Suriname,5/19/2021 19:15,12251,238,10432
,Martinique,5/19/2021 19:15,11866,93,98
Hong Kong,Hong Kong,5/19/2021 19:15,11828,210,11539
,Djibouti,5/19/2021 19:15,11455,151,11280
,Congo,5/19/2021 19:15,11343,148,8208
,Bahamas,5/19/2021 19:15,11278,221,10121
,Aruba,5/19/2021 19:15,10869,105,10685
