Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,5/24/2021 19:15,39506310,885315,32203995
,0,5/24/2021 19:15,49486212,652503,44816488
,0,5/24/2021 19:15,27818567,755303,25089660
,0,5/24/2021 19:15,46244353,1062072,42827476
,0,5/24/2021 19:15,4806444,128958,4333070
,0,5/24/2021 19:15,67558,1245,65062
,0,5/24/2021 19:15,721,15,706
,World,5/24/2021 19:15,167930165,3485411,149336457
,US,5/24/2021 19:15,33915089,604304,27552445
,India,5/24/2021 19:15,26947496,307249,24047760
,Brazil,5/24/2021 19:15,16120756,449858,14552024
,France,5/24/2021 19:15,5605895,108658,0
,Turkey,5/24/2021 19:15,5194010,46446,5034316
,Russia,5/24/2021 19:15,5009911,118801,4624212
,UK,5/24/2021 19:15,4464900,127724,4303621
,Italy,5/24/2021 19:15,4194672,125335,3792898
,Germany,5/24/2021 19:15,3659990,88039,3408800
,Spain,5/24/2021 19:15,3647520,79711,3394340
,Argentina,5/24/2021 19:15,3562135,74480,3133183
,Colombia,5/24/2021 19:15,3232456,84724,3026277
,Poland,5/24/2021 19:15,2866181,72945,2627679
,Iran,5/24/2021 19:15,2843523,78848,2347752
,Mexico,5/24/2021 19:15,2396604,221647,1914101
,Ukraine,5/24/2021 19:15,2183855,49436,1957561
,Peru,5/24/2021 19:15,1925289,68053,1720665
,Indonesia,5/24/2021 19:15,1781127,49455,1638279
,Czechia,5/24/2021 19:15,1658092,30028,1611189
,South Africa,5/24/2021 19:15,1637848,55874,1541250
,Netherlands,5/24/2021 19:15,1628922,17553,0
,Canada,5/24/2021 19:15,1359683,25242,1281009
,Chile,5/24/2021 19:15,1335261,28548,1265116
,Philippines,5/24/2021 19:15,1184706,19983,1115806
,Iraq,5/24/2021 19:15,1172042,16214,1086612
,Romania,5/24/2021 19:15,1075773,29977,1033984
,Sweden,5/24/2021 19:15,1058341,14366,0
Brussels,Belgium,5/24/2021 19:15,1048881,24842,939703
,Pakistan,5/24/2021 19:15,903599,20308,820374
,Portugal,5/24/2021 19:15,845465,17018,805979
,Israel,5/24/2021 19:15,839361,6406,832441
,Hungary,5/24/2021 19:15,802346,29560,670205
,Bangladesh,5/24/2021 19:15,790521,12401,731531
,Jordan,5/24/2021 19:15,731436,9384,711614
,Japan,5/24/2021 19:15,718864,12312,639887
,Serbia,5/24/2021 19:15,710315,6788,689098
,Switzerland,5/24/2021 19:15,687353,10779,631406
,Austria,5/24/2021 19:15,641740,10547,623668
,United Arab Emirates,5/24/2021 19:15,557619,1654,537531
,Lebanon,5/24/2021 19:15,538668,7684,511931
,Nepal,5/24/2021 19:15,520461,6531,398483
,Malaysia,5/24/2021 19:15,518600,2309,456273
,Morocco,5/24/2021 19:15,517113,9126,505392
,Saudi Arabia,5/24/2021 19:15,442071,7264,425677
,Ecuador,5/24/2021 19:15,419198,20210,366425
,Bulgaria,5/24/2021 19:15,416646,17496,373385
,Greece,5/24/2021 19:15,391181,11822,357782
,Slovakia,5/24/2021 19:15,388854,12296,0
,Belarus,5/24/2021 19:15,386978,2780,377105
,Kazakhstan,5/24/2021 19:15,375014,3805,338730
,Panama,5/24/2021 19:15,374121,6331,361903
,Croatia,5/24/2021 19:15,354060,7929,342868
,Bolivia,5/24/2021 19:15,349653,13965,282010
,Georgia,5/24/2021 19:15,337961,4639,319956
,Tunisia,5/24/2021 19:15,336414,12273,297123
,Paraguay,5/24/2021 19:15,332971,8360,274920
,Azerbaijan,5/24/2021 19:15,332610,4867,321132
,Palestine,5/24/2021 19:15,305777,3470,298502
,Kuwait,5/24/2021 19:15,300455,1741,286199
,Costa Rica,5/24/2021 19:15,299219,3765,228589
,Dominican Republic,5/24/2021 19:15,284567,3610,236771
,Denmark,5/24/2021 19:15,274413,2509,258184
,Lithuania,5/24/2021 19:15,271130,4195,247819
,Ethiopia,5/24/2021 19:15,269500,4084,230784
,Uruguay,5/24/2021 19:15,265098,3871,227531
,Ireland,5/24/2021 19:15,259050,4941,0
,Moldova,5/24/2021 19:15,254741,6080,246766
,Egypt,5/24/2021 19:15,253835,14721,186678
,Slovenia,5/24/2021 19:15,251773,4355,241879
,Guatemala,5/24/2021 19:15,247644,8009,228169
,Honduras,5/24/2021 19:15,232672,6146,83625
,Venezuela,5/24/2021 19:15,223345,2513,206921
,Armenia,5/24/2021 19:15,221982,4394,211375
,Bahrain,5/24/2021 19:15,218047,844,194885
,Qatar,5/24/2021 19:15,215742,547,211296
,Oman,5/24/2021 19:15,211221,2274,195435
,Bosnia and Herzegovina,5/24/2021 19:15,203391,9150,172730
,Libya,5/24/2021 19:15,183592,3112,170195
,Kenya,5/24/2021 19:15,168543,3073,114679
,Sri Lanka,5/24/2021 19:15,166484,1210,139947
,Nigeria,5/24/2021 19:15,166019,2067,156476
,North Macedonia,5/24/2021 19:15,155067,5329,146940
,Myanmar,5/24/2021 19:15,143262,3216,132218
,South Korea,5/24/2021 19:15,136467,1934,126427
,Cuba,5/24/2021 19:15,134208,890,126459
,Albania,5/24/2021 19:15,132215,2445,128826
,Thailand,5/24/2021 19:15,132213,806,86100
,Latvia,5/24/2021 19:15,131079,2328,122088
,Estonia,5/24/2021 19:15,128669,1241,121114
,Algeria,5/24/2021 19:15,126860,3418,88346
,Norway,5/24/2021 19:15,122553,782,88952
,Kyrgyzstan,5/24/2021 19:15,102702,1757,96119
,Montenegro,5/24/2021 19:15,99291,1574,96666
,Uzbekistan,5/24/2021 19:15,98657,680,94143
,Ghana,5/24/2021 19:15,93644,783,91602
,Zambia,5/24/2021 19:15,93279,1271,91200
,Finland,5/24/2021 19:15,91619,939,46000
,Cameroon,5/24/2021 19:15,77733,1239,72226
,El Salvador,5/24/2021 19:15,72220,2220,67510
,Cyprus,5/24/2021 19:15,71911,354,66557
,Mozambique,5/24/2021 19:15,70606,831,69100
,Luxembourg,5/24/2021 19:15,69616,811,67162
,Afghanistan,5/24/2021 19:15,66903,2836,56295
,Singapore,5/24/2021 19:15,61860,32,61316
,Maldives,5/24/2021 19:15,57341,139,33136
,Namibia,5/24/2021 19:15,53207,774,49360
,Mongolia,5/24/2021 19:15,53100,253,46748
,Botswana,5/24/2021 19:15,52865,809,49641
,Jamaica,5/24/2021 19:15,48054,925,24105
,Ivory Coast,5/24/2021 19:15,46942,298,46346
,Uganda,5/24/2021 19:15,43919,357,43401
,Senegal,5/24/2021 19:15,41142,1132,39799
