Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,0/06/2020 22:04,9253580,320422,6033025
,0,0/06/2020 22:04,11289686,204825,9589236
,0,0/06/2020 22:04,8395804,264170,7282749
,0,0/06/2020 22:04,5522832,226732,2921803
,0,0/06/2020 22:04,1534494,36885,1275086
,0,0/06/2020 22:04,31861,938,29058
,0,0/06/2020 22:04,721,15,651
,World,0/06/2020 22:04,36028978,1053987,27131608
,US,0/06/2020 22:04,7719402,215780,4928007
,India,0/06/2020 22:04,6754179,104591,5741253
,Brazil,0/06/2020 22:04,4970953,147571,4352871
,Russia,0/06/2020 22:04,1237504,21663,988576
,Colombia,0/06/2020 22:04,869808,27017,770812
,Spain,0/06/2020 22:04,865631,32486,0
,Peru,0/06/2020 22:04,832929,32914,718065
,Argentina,0/06/2020 22:04,824468,21827,660272
,Mexico,0/06/2020 22:04,789780,81877,553937
,South Africa,0/06/2020 22:04,683242,17103,616857
,France,0/06/2020 22:04,634763,32365,99295
,UK,0/06/2020 22:04,530113,42445,0
,Iran,0/06/2020 22:04,479825,27419,394800
,Chile,0/06/2020 22:04,473306,13070,445418
,Iraq,0/06/2020 22:04,387121,9531,316371
,Bangladesh,0/06/2020 22:04,371631,5405,284833
,Saudi Arabia,0/06/2020 22:04,337243,4923,322612
,Italy,0/06/2020 22:04,330263,36030,234099
,Turkey,0/06/2020 22:04,327557,8553,287599
,Philippines,0/06/2020 22:04,326833,5865,273313
,Pakistan,0/06/2020 22:04,315727,6523,300616
,Indonesia,0/06/2020 22:04,311176,11374,236437
,Germany,0/06/2020 22:04,307119,9635,265600
,Israel,0/06/2020 22:04,277026,1797,211397
,Ukraine,0/06/2020 22:04,234584,4520,103401
,Canada,0/06/2020 22:04,171323,9530,143994
,Netherlands,0/06/2020 22:04,144999,6482,0
,Ecuador,0/06/2020 22:04,142056,11702,120511
,Romania,0/06/2020 22:04,139612,5121,109898
,Morocco,0/06/2020 22:04,137248,2410,115354
,Bolivia,0/06/2020 22:04,137107,8129,98007
Brussels,Belgium,0/06/2020 22:04,132203,10078,19719
,Qatar,0/06/2020 22:04,126943,216,123893
,Panama,0/06/2020 22:04,116602,2440,92950
,Dominican Republic,0/06/2020 22:04,115371,2149,91569
,Kazakhstan,0/06/2020 22:04,108296,1725,103367
,Kuwait,0/06/2020 22:04,108268,632,100179
,Poland,0/06/2020 22:04,104316,2717,74158
,Egypt,0/06/2020 22:04,103902,6001,97449
,Oman,0/06/2020 22:04,102648,990,91275
,United Arab Emirates,0/06/2020 22:04,100794,435,90556
,Sweden,0/06/2020 22:04,96145,5883,0
,Guatemala,0/06/2020 22:04,94870,3310,83480
,Nepal,0/06/2020 22:04,90814,563,67542
,Czechia,0/06/2020 22:04,90022,794,48788
,Japan,0/06/2020 22:04,86047,1602,79071
,Costa Rica,0/06/2020 22:04,82142,1004,50020
,Belarus,0/06/2020 22:04,81090,868,75376
,Portugal,0/06/2020 22:04,80312,2032,50712
,Honduras,0/06/2020 22:04,80020,2433,29768
,Ethiopia,0/06/2020 22:04,80003,1238,34960
,Venezuela,0/06/2020 22:04,79117,658,69832
,Bahrain,0/06/2020 22:04,73476,262,68606
,Nigeria,0/06/2020 22:04,59583,1113,51308
,Uzbekistan,0/06/2020 22:04,59343,489,56058
,Singapore,0/06/2020 22:04,57830,27,57612
,Moldova,0/06/2020 22:04,57732,1389,41938
,Switzerland,0/06/2020 22:04,56632,2081,47300
,Armenia,0/06/2020 22:04,53083,990,44932
,Algeria,0/06/2020 22:04,52399,1768,36763
,Austria,0/06/2020 22:04,49819,822,39790
,Kyrgyzstan,0/06/2020 22:04,47799,1066,43644
,Lebanon,0/06/2020 22:04,46918,424,20490
,Ghana,0/06/2020 22:04,46829,303,46060
,Paraguay,0/06/2020 22:04,45647,966,28546
,Palestine,0/06/2020 22:04,42432,349,35599
,Azerbaijan,0/06/2020 22:04,40931,600,38713
,Kenya,0/06/2020 22:04,39586,743,27331
,Afghanistan,0/06/2020 22:04,39486,1467,32977
,Ireland,0/06/2020 22:04,38973,1811,23364
,Libya,0/06/2020 22:04,38468,602,22410
,Serbia,0/06/2020 22:04,34072,757,31536
,Hungary,0/06/2020 22:04,32298,853,8723
,Denmark,0/06/2020 22:04,30379,663,23655
,El Salvador,0/06/2020 22:04,29634,869,24525
,Bosnia and Herzegovina,0/06/2020 22:04,28710,903,22274
,Australia,0/06/2020 22:04,27174,895,24917
,South Korea,0/06/2020 22:04,24239,422,22083
,Bulgaria,0/06/2020 22:04,22306,862,15310
,Tunisia,0/06/2020 22:04,22230,321,5032
,Cameroon,0/06/2020 22:04,20924,420,19764
,Greece,0/06/2020 22:04,20541,420,9989
,Myanmar,0/06/2020 22:04,20033,471,5782
,Ivory Coast,0/06/2020 22:04,19903,120,19539
,North Macedonia,0/06/2020 22:04,19096,768,15645
,Jordan,0/06/2020 22:04,19001,122,5386
,Croatia,0/06/2020 22:04,18084,304,16192
,Madagascar,0/06/2020 22:04,16600,234,15698
,Zambia,0/06/2020 22:04,15170,335,14313
,Senegal,0/06/2020 22:04,15141,312,12936
,Norway,0/06/2020 22:04,14784,275,11190
,Albania,0/06/2020 22:04,14568,403,8965
,Slovakia,0/06/2020 22:04,13812,55,5027
,Sudan,0/06/2020 22:04,13653,836,6764
,Malaysia,0/06/2020 22:04,13504,141,10427
,Montenegro,0/06/2020 22:04,12584,188,8557
,Namibia,0/06/2020 22:04,11673,125,9611
,Finland,0/06/2020 22:04,10929,346,8100
,Guinea,0/06/2020 22:04,10863,68,10176
,DRC,0/06/2020 22:04,10789,274,10239
,Maldives,0/06/2020 22:04,10621,34,9466
,French Guiana,0/06/2020 22:04,10070,69,9741
,Tajikistan,0/06/2020 22:04,10014,78,8837
,Mozambique,0/06/2020 22:04,9398,67,6358
,Georgia,0/06/2020 22:04,9245,58,4887
,Uganda,0/06/2020 22:04,9082,84,5457
,Luxembourg,0/06/2020 22:04,8979,128,7793
,Haiti,0/06/2020 22:04,8838,229,7013
,Gabon,0/06/2020 22:04,8808,54,8135
,Zimbabwe,0/06/2020 22:04,7915,229,6440
,Mauritania,0/06/2020 22:04,7529,162,7208
,Jamaica,0/06/2020 22:04,7109,123,2674
,Slovenia,0/06/2020 22:04,6764,159,4399
,Cabo Verde,0/06/2020 22:04,6518,69,5632
,Guadeloupe,0/06/2020 22:04,6319,77,2199
,Cuba,0/06/2020 22:04,5883,123,5278
,Malawi,0/06/2020 22:04,5796,180,4549
,Angola,0/06/2020 22:04,5725,211,2598
,Eswatini,0/06/2020 22:04,5598,112,5169
,Djibouti,0/06/2020 22:04,5423,61,5353
,Lithuania,0/06/2020 22:04,5366,99,2546
,Nicaragua,0/06/2020 22:04,5264,151,4225
Hong Kong,Hong Kong,0/06/2020 22:04,5133,105,4875
,Congo,0/06/2020 22:04,5089,89,3887
,Equatorial Guinea,0/06/2020 22:04,5052,83,4894
,Suriname,0/06/2020 22:04,4965,106,4766
,Rwanda,0/06/2020 22:04,4873,29,3246
,CAR,0/06/2020 22:04,4852,62,1914
,Trinidad and Tobago,0/06/2020 22:04,4846,83,2951
,Bahamas,0/06/2020 22:04,4559,100,2475
,Syria,0/06/2020 22:04,4457,209,1183
,Reunion,0/06/2020 22:04,4328,16,3360
,Sri Lanka,0/06/2020 22:04,4252,13,3266
,Aruba,0/06/2020 22:04,4108,31,3643
,Mayotte,0/06/2020 22:04,3892,42,2964
,Somalia,0/06/2020 22:04,3745,99,3010
,Estonia,0/06/2020 22:04,3659,67,2806
,Gambia,0/06/2020 22:04,3613,117,2233
,Thailand,0/06/2020 22:04,3600,59,3390
,Malta,0/06/2020 22:04,3374,40,2812
,Mali,0/06/2020 22:04,3195,131,2494
,Guyana,0/06/2020 22:04,3188,92,2017
,Botswana,0/06/2020 22:04,3172,18,834
,Iceland,0/06/2020 22:04,3081,10,2324
,South Sudan,0/06/2020 22:04,2734,50,1290
,Guinea-Bissau,0/06/2020 22:04,2385,40,1728
,Andorra,0/06/2020 22:04,2370,53,1615
,Benin,0/06/2020 22:04,2357,41,1973
,Sierra Leone,0/06/2020 22:04,2277,72,1710
,French Polynesia,0/06/2020 22:04,2228,9,1769
,Belize,0/06/2020 22:04,2204,30,1378
,Burkina Faso,0/06/2020 22:04,2197,59,1441
,Latvia,0/06/2020 22:04,2194,40,1322
,Uruguay,0/06/2020 22:04,2177,49,1878
,Yemen,0/06/2020 22:04,2047,593,1327
,Togo,0/06/2020 22:04,1881,49,1410
,Cyprus,0/06/2020 22:04,1876,23,1369
,New Zealand,0/06/2020 22:04,1858,25,1790
,Martinique,0/06/2020 22:04,1851,22,98
,Lesotho,0/06/2020 22:04,1683,39,926
,Liberia,0/06/2020 22:04,1354,82,1240
,Chad,0/06/2020 22:04,1238,88,1077
,Niger,0/06/2020 22:04,1200,69,1115
,Vietnam,0/06/2020 22:04,1098,35,1023
,Sao Tome and Principe,0/06/2020 22:04,914,15,888
,San Marino,0/06/2020 22:04,732,42,680
Yokohama,Japan,0/06/2020 22:04,712,13,651
,Channel Islands,0/06/2020 22:04,695,48,600
,Turks and Caicos,0/06/2020 22:04,695,6,656
,Sint Maarten,0/06/2020 22:04,686,22,592
,Papua New Guinea,0/06/2020 22:04,541,7,527
Taiwan,Taiwan,0/06/2020 22:04,521,7,485
,Burundi,0/06/2020 22:04,514,1,472
,Tanzania,0/06/2020 22:04,509,21,183
,Comoros,0/06/2020 22:04,491,7,468
,Curacao,0/06/2020 22:04,476,1,262
,Faeroe Islands,0/06/2020 22:04,475,0,452
,Gibraltar,0/06/2020 22:04,437,0,368
,Saint Martin,0/06/2020 22:04,412,8,309
,Eritrea,0/06/2020 22:04,398,0,358
,Mauritius,0/06/2020 22:04,395,10,357
,Isle of Man,0/06/2020 22:04,345,24,316
,Mongolia,0/06/2020 22:04,315,0,307
,Bhutan,0/06/2020 22:04,299,0,248
,Cambodia,0/06/2020 22:04,280,0,276
,Monaco,0/06/2020 22:04,224,2,198
,Cayman Islands,0/06/2020 22:04,213,1,210
,Barbados,0/06/2020 22:04,200,7,182
,Bermuda,0/06/2020 22:04,181,9,170
,Seychelles,0/06/2020 22:04,148,0,143
,Brunei,0/06/2020 22:04,146,3,143
,Caribbean Netherlands,0/06/2020 22:04,141,2,67
,Liechtenstein,0/06/2020 22:04,130,1,116
,Antigua and Barbuda,0/06/2020 22:04,107,3,96
,British Virgin Islands,0/06/2020 22:04,71,1,69
,St. Vincent Grenadines,0/06/2020 22:04,64,0,64
,St. Barth,0/06/2020 22:04,62,0,37
Macau,Macau,0/06/2020 22:04,46,0,46
,Fiji,0/06/2020 22:04,32,2,28
,Dominica,0/06/2020 22:04,31,0,24
,Timor-Leste,0/06/2020 22:04,28,0,28
,New Caledonia,0/06/2020 22:04,27,0,27
,Saint Lucia,0/06/2020 22:04,27,0,27
,Grenada,0/06/2020 22:04,24,0,24
,Laos,0/06/2020 22:04,23,0,22
,Saint Kitts and Nevis,0/06/2020 22:04,19,0,17
,Saint Pierre Miquelon,0/06/2020 22:04,16,0,6
,Greenland,0/06/2020 22:04,14,0,14
,Montserrat,0/06/2020 22:04,13,1,12
,Falkland Islands,0/06/2020 22:04,13,0,13
,Vatican City,0/06/2020 22:04,12,0,12
,Western Sahara,0/06/2020 22:04,10,1,8
,MS Zaandam,0/06/2020 22:04,9,2,0
,Anguilla,0/06/2020 22:04,3,0,3
,Solomon Islands,0/06/2020 22:04,1,0,0
,China,0/06/2020 22:04,85482,4634,80635
