Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,1/25/2021 19:15,29510215,622326,18440954
,0,1/25/2021 19:15,22636920,365561,21081304
,0,1/25/2021 19:15,15297743,402272,13438851
,0,1/25/2021 19:15,29213840,669501,16193287
,0,1/25/2021 19:15,3467710,85898,2930382
,0,1/25/2021 19:15,49880,1073,33947
,0,1/25/2021 19:15,721,15,706
,World,1/25/2021 19:15,100177029,2146646,72119431
,US,1/25/2021 19:15,25823984,430995,15563662
,India,1/25/2021 19:15,10677710,153624,10345267
,Brazil,1/25/2021 19:15,8850135,217133,7653770
,Russia,1/25/2021 19:15,3738690,69918,3150763
,UK,1/25/2021 19:15,3669658,98531,1648218
,France,1/25/2021 19:15,3057857,73494,217708
,Spain,1/25/2021 19:15,2697294,56208,0
,Italy,1/25/2021 19:15,2475372,85881,1897861
,Turkey,1/25/2021 19:15,2435247,25210,2314403
,Germany,1/25/2021 19:15,2154369,53402,1823500
,Colombia,1/25/2021 19:15,2015485,51374,1832168
,Argentina,1/25/2021 19:15,1867223,46827,1656149
,Mexico,1/25/2021 19:15,1763219,149614,1320448
,Poland,1/25/2021 19:15,1478119,35401,1237736
,South Africa,1/25/2021 19:15,1417537,41117,1241421
,Iran,1/25/2021 19:15,1379286,57481,1171070
,Ukraine,1/25/2021 19:15,1194328,21924,953297
,Peru,1/25/2021 19:15,1099013,39777,1012450
,Indonesia,1/25/2021 19:15,999256,28132,809488
,Netherlands,1/25/2021 19:15,952950,13579,0
,Czechia,1/25/2021 19:15,940004,15453,819662
,Canada,1/25/2021 19:15,750925,19187,669061
,Romania,1/25/2021 19:15,712561,17841,654875
,Chile,1/25/2021 19:15,703178,17999,658324
Brussels,Belgium,1/25/2021 19:15,693666,20779,48126
,Portugal,1/25/2021 19:15,643113,10721,461757
,Iraq,1/25/2021 19:15,614576,13000,583127
,Israel,1/25/2021 19:15,606365,4498,529834
,Sweden,1/25/2021 19:15,547166,11005,0
,Pakistan,1/25/2021 19:15,534041,11318,488903
,Bangladesh,1/25/2021 19:15,532401,8041,476979
,Philippines,1/25/2021 19:15,514996,10292,475422
,Switzerland,1/25/2021 19:15,513599,9093,317600
,Morocco,1/25/2021 19:15,466626,8172,443472
,Austria,1/25/2021 19:15,405723,7451,383200
,Serbia,1/25/2021 19:15,385126,3905,31536
,Saudi Arabia,1/25/2021 19:15,366584,6355,358137
,Japan,1/25/2021 19:15,364813,5084,295426
,Hungary,1/25/2021 19:15,360418,12024,243092
,Jordan,1/25/2021 19:15,321298,4239,308883
,Panama,1/25/2021 19:15,311244,5063,259095
,Lebanon,1/25/2021 19:15,282249,2374,168142
,United Arab Emirates,1/25/2021 19:15,281546,798,255304
,Nepal,1/25/2021 19:15,269789,2011,264538
,Georgia,1/25/2021 19:15,253816,3071,243396
,Ecuador,1/25/2021 19:15,241567,14639,204071
,Belarus,1/25/2021 19:15,238635,1658,224171
,Slovakia,1/25/2021 19:15,237027,4068,193380
,Croatia,1/25/2021 19:15,229054,4859,221676
,Azerbaijan,1/25/2021 19:15,229032,3093,220565
,Bulgaria,1/25/2021 19:15,214817,8820,179068
,Dominican Republic,1/25/2021 19:15,205162,2545,148922
,Bolivia,1/25/2021 19:15,201037,9985,150439
,Tunisia,1/25/2021 19:15,198636,6287,146740
,Denmark,1/25/2021 19:15,195296,2010,181081
,Costa Rica,1/25/2021 19:15,189308,2518,146448
,Ireland,1/25/2021 19:15,188923,2977,23364
,Malaysia,1/25/2021 19:15,186849,689,145084
,Kazakhstan,1/25/2021 19:15,178454,2403,160313
,Lithuania,1/25/2021 19:15,177166,2664,119254
,Armenia,1/25/2021 19:15,166094,3047,154932
,Egypt,1/25/2021 19:15,161817,8959,126497
,Kuwait,1/25/2021 19:15,161777,954,154766
,Slovenia,1/25/2021 19:15,158131,3379,136402
,Moldova,1/25/2021 19:15,156426,3368,147178
,Palestine,1/25/2021 19:15,155884,1796,145639
,Guatemala,1/25/2021 19:15,154430,5469,139113
,Greece,1/25/2021 19:15,152412,5671,0
,Qatar,1/25/2021 19:15,149296,248,144981
,Honduras,1/25/2021 19:15,140929,3447,60469
,Myanmar,1/25/2021 19:15,137957,3069,122116
,Ethiopia,1/25/2021 19:15,133767,2066,119416
,Oman,1/25/2021 19:15,133253,1522,126334
,Paraguay,1/25/2021 19:15,127652,2617,103083
,Venezuela,1/25/2021 19:15,123709,1148,115426
,Nigeria,1/25/2021 19:15,121566,1504,97228
,Bosnia and Herzegovina,1/25/2021 19:15,120143,4593,92605
,Libya,1/25/2021 19:15,114429,1782,93342
,Algeria,1/25/2021 19:15,105596,2863,71945
,Bahrain,1/25/2021 19:15,100230,369,96761
,Kenya,1/25/2021 19:15,100052,1744,83418
,North Macedonia,1/25/2021 19:15,90717,2791,78727
,Kyrgyzstan,1/25/2021 19:15,83971,1401,80025
,Uzbekistan,1/25/2021 19:15,78429,621,76862
,South Korea,1/25/2021 19:15,75521,1360,62956
,Albania,1/25/2021 19:15,72812,1324,44291
,Ghana,1/25/2021 19:15,61489,367,57597
,Latvia,1/25/2021 19:15,61231,1114,49035
,Norway,1/25/2021 19:15,61142,548,53299
,Singapore,1/25/2021 19:15,59352,29,59066
,Sri Lanka,1/25/2021 19:15,59167,283,50337
,Montenegro,1/25/2021 19:15,58697,770,50221
,Afghanistan,1/25/2021 19:15,54750,2389,47365
,El Salvador,1/25/2021 19:15,53218,1572,46845
,Luxembourg,1/25/2021 19:15,49704,564,46656
,Zambia,1/25/2021 19:15,46146,660,38639
,Finland,1/25/2021 19:15,42772,655,31000
,Estonia,1/25/2021 19:15,40975,383,30120
,Uganda,1/25/2021 19:15,39149,317,13861
,Uruguay,1/25/2021 19:15,37633,376,29270
,Mozambique,1/25/2021 19:15,32781,363,21011
,Namibia,1/25/2021 19:15,32650,319,30270
,Zimbabwe,1/25/2021 19:15,31320,1005,22250
,Cyprus,1/25/2021 19:15,30017,186,2057
,Cameroon,1/25/2021 19:15,29617,462,28045
,Australia,1/25/2021 19:15,28777,909,25999
,Ivory Coast,1/25/2021 19:15,27096,146,25000
,Sudan,1/25/2021 19:15,26526,1738,19884
,Senegal,1/25/2021 19:15,24993,582,20681
,DRC,1/25/2021 19:15,21954,661,14915
,Cuba,1/25/2021 19:15,21828,197,17034
,Botswana,1/25/2021 19:15,20658,124,16794
,Malawi,1/25/2021 19:15,19987,518,6780
,Angola,1/25/2021 19:15,19476,461,17327
,Madagascar,1/25/2021 19:15,18743,279,17930
,French Polynesia,1/25/2021 19:15,17852,128,4842
,Malta,1/25/2021 19:15,16861,253,13976
,Mauritania,1/25/2021 19:15,16397,416,15221
,French Guiana,1/25/2021 19:15,15702,76,9995
,Maldives,1/25/2021 19:15,15102,51,13884
,Jamaica,1/25/2021 19:15,15012,338,11889
,Eswatini,1/25/2021 19:15,14484,479,9242
,Guinea,1/25/2021 19:15,14375,81,13746
,Syria,1/25/2021 19:15,13697,890,7121
,Thailand,1/25/2021 19:15,13687,75,10662
,Cabo Verde,1/25/2021 19:15,13557,127,12751
,Rwanda,1/25/2021 19:15,13311,177,8681
,Tajikistan,1/25/2021 19:15,13308,90,13218
,Belize,1/25/2021 19:15,11750,290,11071
,Haiti,1/25/2021 19:15,11181,243,8986
,Gabon,1/25/2021 19:15,10278,67,9902
Hong Kong,Hong Kong,1/25/2021 19:15,10159,170,9056
,Burkina Faso,1/25/2021 19:15,10038,112,8088
,Reunion,1/25/2021 19:15,9843,45,9261
,Andorra,1/25/2021 19:15,9596,97,8724
,Guadeloupe,1/25/2021 19:15,8980,154,2242
,Bahamas,1/25/2021 19:15,8101,175,6720
,Suriname,1/25/2021 19:15,8057,149,7246
,Lesotho,1/25/2021 19:15,8044,134,2243
,Mali,1/25/2021 19:15,7983,323,5717
,Congo,1/25/2021 19:15,7794,117,5846
,Mayotte,1/25/2021 19:15,7590,59,2964
,Trinidad and Tobago,1/25/2021 19:15,7490,134,7033
