Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,5/15/2021 19:15,39166901,878009,31638695
,0,5/15/2021 19:15,46475523,602556,40723908
,0,5/15/2021 19:15,26685421,726116,24136795
,0,5/15/2021 19:15,46025613,1048223,41724257
,0,5/15/2021 19:15,4721236,126310,4254636
,0,5/15/2021 19:15,65896,1225,61804
,0,5/15/2021 19:15,721,15,706
,World,5/15/2021 19:15,163141311,3382454,142540801
,US,5/15/2021 19:15,33694467,599838,27097499
,India,5/15/2021 19:15,24679908,270254,20782276
,Brazil,5/15/2021 19:15,15586534,434715,14062396
,France,5/15/2021 19:15,5863839,107535,0
,Turkey,5/15/2021 19:15,5106862,44537,4932838
,Russia,5/15/2021 19:15,4931691,115480,4547500
,UK,5/15/2021 19:15,4448851,127675,4275502
,Italy,5/15/2021 19:15,4153374,124063,3696481
,Spain,5/15/2021 19:15,3604799,79339,3297340
,Germany,5/15/2021 19:15,3595872,86669,3275500
,Argentina,5/15/2021 19:15,3290935,70253,2933946
,Colombia,5/15/2021 19:15,3103333,80780,2902646
,Poland,5/15/2021 19:15,2851911,71609,2595635
,Iran,5/15/2021 19:15,2739875,76633,2210851
,Mexico,5/15/2021 19:15,2377995,220159,1897587
,Ukraine,5/15/2021 19:15,2150244,47942,1849803
,Peru,5/15/2021 19:15,1879049,65608,1720665
,Indonesia,5/15/2021 19:15,1736670,47967,1597067
,Czechia,5/15/2021 19:15,1652238,29886,1592219
,South Africa,5/15/2021 19:15,1611143,55183,1523243
,Netherlands,5/15/2021 19:15,1593728,17436,0
,Canada,5/15/2021 19:15,1322486,24905,1224792
,Chile,5/15/2021 19:15,1280252,27734,1214817
,Philippines,5/15/2021 19:15,1138187,19051,1062427
,Iraq,5/15/2021 19:15,1136917,15930,1039616
,Romania,5/15/2021 19:15,1071334,29485,1023822
,Sweden,5/15/2021 19:15,1037126,14275,0
Brussels,Belgium,5/15/2021 19:15,1028104,24664,905973
,Pakistan,5/15/2021 19:15,874751,19467,783480
,Portugal,5/15/2021 19:15,841848,17006,802671
,Israel,5/15/2021 19:15,839117,6381,831981
,Hungary,5/15/2021 19:15,797429,29114,618608
,Bangladesh,5/15/2021 19:15,779796,12124,721435
,Jordan,5/15/2021 19:15,723345,9243,710445
,Serbia,5/15/2021 19:15,705890,6664,675008
,Switzerland,5/15/2021 19:15,679510,10730,617283
,Japan,5/15/2021 19:15,671841,11365,584770
,Austria,5/15/2021 19:15,636424,10470,614803
,United Arab Emirates,5/15/2021 19:15,544931,1629,525080
,Lebanon,5/15/2021 19:15,534968,7569,492270
,Morocco,5/15/2021 19:15,514817,9098,502884
,Malaysia,5/15/2021 19:15,466330,1866,422329
,Nepal,5/15/2021 19:15,447704,4856,333108
