Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,1/06/2020 19:15,11923962,361450,7802131
,0,1/06/2020 19:15,14235873,252369,12707056
,0,1/06/2020 19:15,9900047,300406,8856990
,0,1/06/2020 19:15,11611908,287240,4247429
,0,1/06/2020 19:15,1865586,44525,1560553
,0,1/06/2020 19:15,40048,980,32819
,0,1/06/2020 19:15,721,15,659
,World,1/06/2020 19:15,49578145,1246985,35207637
,US,1/06/2020 19:15,10025527,241914,6377682
,India,1/06/2020 19:15,8460773,125605,7818434
,Brazil,1/06/2020 19:15,5631181,162015,5064344
,Russia,1/06/2020 19:15,1733440,29887,1296124
,France,1/06/2020 19:15,1661853,39865,126329
,Spain,1/06/2020 19:15,1388411,38833,0
,Argentina,1/06/2020 19:15,1217028,32766,1030137
,UK,1/06/2020 19:15,1146484,48475,0
,Colombia,1/06/2020 19:15,1117977,32209,1011166
,Mexico,1/06/2020 19:15,949197,93772,701837
,Peru,1/06/2020 19:15,917503,34783,838783
,Italy,1/06/2020 19:15,862681,40638,322925
,South Africa,1/06/2020 19:15,734175,19749,675593
,Iran,1/06/2020 19:15,663800,37409,509952
,Germany,1/06/2020 19:15,641362,11364,402500
,Chile,1/06/2020 19:15,518390,14450,494303
,Poland,1/06/2020 19:15,493765,7287,188675
,Iraq,1/06/2020 19:15,493139,11244,423266
Brussels,Belgium,1/06/2020 19:15,479341,12520,27987
,Ukraine,1/06/2020 19:15,440188,8125,195544
,Indonesia,1/06/2020 19:15,429574,14442,360705
,Bangladesh,1/06/2020 19:15,417475,6036,335027
,Czechia,1/06/2020 19:15,397791,4484,214882
,Netherlands,1/06/2020 19:15,397730,7887,0
,Philippines,1/06/2020 19:15,391809,7461,349974
,Turkey,1/06/2020 19:15,389256,10722,334293
,Saudi Arabia,1/06/2020 19:15,349822,5506,336533
,Pakistan,1/06/2020 19:15,340251,6923,317086
,Israel,1/06/2020 19:15,318402,2644,306890
,Romania,1/06/2020 19:15,287062,7663,195971
,Canada,1/06/2020 19:15,253718,10425,210141
,Morocco,1/06/2020 19:15,246349,4127,200954
,Switzerland,1/06/2020 19:15,211913,2710,87300
,Nepal,1/06/2020 19:15,188883,1070,152908
,Ecuador,1/06/2020 19:15,172508,12761,149048
,Portugal,1/06/2020 19:15,166900,2792,93754
,Sweden,1/06/2020 19:15,146461,6022,0
,Bolivia,1/06/2020 19:15,142201,8768,113386
,United Arab Emirates,1/06/2020 19:15,139891,510,136936
,Austria,1/06/2020 19:15,138979,1340,83707
,Panama,1/06/2020 19:15,136567,2756,115078
,Qatar,1/06/2020 19:15,133811,232,130881
,Kuwait,1/06/2020 19:15,130463,804,121263
,Dominican Republic,1/06/2020 19:15,129300,2261,107038
,Oman,1/06/2020 19:15,117167,1286,107368
,Costa Rica,1/06/2020 19:15,115417,1453,70421
,Kazakhstan,1/06/2020 19:15,114826,1857,107339
,Guatemala,1/06/2020 19:15,110502,3794,100319
,Egypt,1/06/2020 19:15,108530,6329,100006
,Japan,1/06/2020 19:15,104782,1806,95756
,Belarus,1/06/2020 19:15,104286,1001,89555
,Armenia,1/06/2020 19:15,101773,1506,61782
,Jordan,1/06/2020 19:15,101248,1136,8506
,Hungary,1/06/2020 19:15,99625,2250,23213
,Honduras,1/06/2020 19:15,99347,2736,42574
,Ethiopia,1/06/2020 19:15,98746,1512,58103
,Venezuela,1/06/2020 19:15,93921,819,88701
,Lebanon,1/06/2020 19:15,91328,700,45820
,Bahrain,1/06/2020 19:15,83023,328,80526
,Moldova,1/06/2020 19:15,80501,1882,60220
,Slovakia,1/06/2020 19:15,71088,317,16990
