Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,1/25/2020 19:15,15276504,398820,9353440
,0,1/25/2020 19:15,16098425,283312,14427723
,0,1/25/2020 19:15,10842936,319852,9715262
,0,1/25/2020 19:15,16252809,371005,6546239
,0,1/25/2020 19:15,2119193,50715,1790883
,0,1/25/2020 19:15,44136,1011,32995
,0,1/25/2020 19:15,721,15,659
,World,1/25/2020 19:15,60634724,1424730,41867201
,US,1/25/2020 19:15,13100526,267875,7711118
,India,1/25/2020 19:15,9266697,135261,8677986
,Brazil,1/25/2020 19:15,6166606,170769,5476018
,France,1/25/2020 19:15,2170097,50618,156552
,Russia,1/25/2020 19:15,2162503,37538,1660419
,Spain,1/25/2020 19:15,1622632,44037,0
,UK,1/25/2020 19:15,1557007,56533,0
,Italy,1/25/2020 19:15,1480874,52028,637149
,Argentina,1/25/2020 19:15,1381795,37432,1210634
,Colombia,1/25/2020 19:15,1262494,35677,1167857
,Mexico,1/25/2020 19:15,1060152,102739,791516
,Germany,1/25/2020 19:15,983681,15379,656400
,Peru,1/25/2020 19:15,952439,35685,882600
,Poland,1/25/2020 19:15,924422,14988,469527
,Iran,1/25/2020 19:15,894385,46207,625606
,South Africa,1/25/2020 19:15,775502,21201,716444
,Ukraine,1/25/2020 19:15,661858,11492,307778
Brussels,Belgium,1/25/2020 19:15,561803,15938,36569
,Chile,1/25/2020 19:15,544092,15138,520180
,Iraq,1/25/2020 19:15,542187,12086,472054
,Indonesia,1/25/2020 19:15,511836,16225,429807
,Czechia,1/25/2020 19:15,505215,7611,417657
,Netherlands,1/25/2020 19:15,498653,9109,0
,Turkey,1/25/2020 19:15,467730,12840,385480
,Bangladesh,1/25/2020 19:15,454146,6487,369179
,Romania,1/25/2020 19:15,440344,10541,313885
,Philippines,1/25/2020 19:15,422915,8215,386955
,Pakistan,1/25/2020 19:15,382892,7803,332974
,Saudi Arabia,1/25/2020 19:15,356067,5825,344787
,Canada,1/25/2020 19:15,345461,11689,276136
,Morocco,1/25/2020 19:15,336506,5539,284496
,Israel,1/25/2020 19:15,331915,2826,319921
,Switzerland,1/25/2020 19:15,309469,4393,211500
,Portugal,1/25/2020 19:15,274011,4127,189356
,Austria,1/25/2020 19:15,260512,2667,189059
,Sweden,1/25/2020 19:15,230514,6555,0
,Nepal,1/25/2020 19:15,226026,1389,207998
,Jordan,1/25/2020 19:15,198021,2442,131181
,Ecuador,1/25/2020 19:15,186436,13264,164009
,Hungary,1/25/2020 19:15,185687,4114,44020
,United Arab Emirates,1/25/2020 19:15,162662,563,151044
,Panama,1/25/2020 19:15,156930,2986,138007
,Bolivia,1/25/2020 19:15,144147,8928,119835
,Kuwait,1/25/2020 19:15,141217,871,134033
,Serbia,1/25/2020 19:15,140608,1315,31536
,Dominican Republic,1/25/2020 19:15,139396,2315,113263
,Qatar,1/25/2020 19:15,137851,237,134950
,Japan,1/25/2020 19:15,135400,2001,114725
,Costa Rica,1/25/2020 19:15,133190,1662,81973
,Bulgaria,1/25/2020 19:15,129348,3226,40102
,Armenia,1/25/2020 19:15,129085,2040,100913
,Belarus,1/25/2020 19:15,128449,1119,107452
,Kazakhstan,1/25/2020 19:15,127580,1945,114347
,Oman,1/25/2020 19:15,122579,1391,113856
,Lebanon,1/25/2020 19:15,120341,950,71236
,Guatemala,1/25/2020 19:15,119989,4107,108854
,Georgia,1/25/2020 19:15,114889,1085,95581
,Egypt,1/25/2020 19:15,113742,6573,102103
,Croatia,1/25/2020 19:15,111617,1501,89425
,Ethiopia,1/25/2020 19:15,107109,1664,66574
,Honduras,1/25/2020 19:15,105572,2877,46821
,Azerbaijan,1/25/2020 19:15,102396,1224,66963
,Moldova,1/25/2020 19:15,101203,2209,83789
,Venezuela,1/25/2020 19:15,100498,876,95344
,Slovakia,1/25/2020 19:15,99304,732,53547
,Greece,1/25/2020 19:15,97288,1902,9989
,Tunisia,1/25/2020 19:15,91307,2983,66459
,Bahrain,1/25/2020 19:15,86185,340,84335
,Myanmar,1/25/2020 19:15,83566,1810,63366
,Bosnia and Herzegovina,1/25/2020 19:15,83328,2429,48210
,Libya,1/25/2020 19:15,79797,1125,50914
,Kenya,1/25/2020 19:15,79322,1417,52974
,Algeria,1/25/2020 19:15,78025,2329,50712
,Paraguay,1/25/2020 19:15,77891,1677,55531
,Palestine,1/25/2020 19:15,76727,665,60499
,Denmark,1/25/2020 19:15,74204,802,58148
,Uzbekistan,1/25/2020 19:15,72178,605,69455
,Ireland,1/25/2020 19:15,71187,2033,23364
,Kyrgyzstan,1/25/2020 19:15,70744,1245,62048
,Slovenia,1/25/2020 19:15,69306,1199,47770
,Nigeria,1/25/2020 19:15,66607,1169,62311
,Malaysia,1/25/2020 19:15,59817,345,46501
,Singapore,1/25/2020 19:15,58190,28,58091
,North Macedonia,1/25/2020 19:15,57451,1600,34970
,Lithuania,1/25/2020 19:15,51655,432,12282
,Ghana,1/25/2020 19:15,51225,323,50127
,Afghanistan,1/25/2020 19:15,45490,1725,36145
,El Salvador,1/25/2020 19:15,37884,1086,34595
,Albania,1/25/2020 19:15,34944,743,17031
,Norway,1/25/2020 19:15,33988,316,20956
,Montenegro,1/25/2020 19:15,32808,459,21229
,Luxembourg,1/25/2020 19:15,32100,288,22630
,South Korea,1/25/2020 19:15,31735,513,26825
,Australia,1/25/2020 19:15,27854,907,25538
,Cameroon,1/25/2020 19:15,23869,436,22177
,Finland,1/25/2020 19:15,22652,388,16800
,Sri Lanka,1/25/2020 19:15,21469,96,15447
,Ivory Coast,1/25/2020 19:15,21168,131,20843
,Uganda,1/25/2020 19:15,18890,191,8832
,Zambia,1/25/2020 19:15,17466,357,16707
,Madagascar,1/25/2020 19:15,17341,251,16657
,Sudan,1/25/2020 19:15,16431,1202,9854
,Senegal,1/25/2020 19:15,15927,331,15540
,Mozambique,1/25/2020 19:15,15302,128,13459
,Angola,1/25/2020 19:15,14821,340,7517
,Latvia,1/25/2020 19:15,14273,184,1686
,Namibia,1/25/2020 19:15,14006,145,13339
,French Polynesia,1/25/2020 19:15,13517,70,4842
,Guinea,1/25/2020 19:15,12929,76,11902
,Maldives,1/25/2020 19:15,12854,46,11681
,DRC,1/25/2020 19:15,12365,331,11433
,Tajikistan,1/25/2020 19:15,12008,86,11395
,French Guiana,1/25/2020 19:15,11116,70,9995
,Estonia,1/25/2020 19:15,10541,97,6052
,Cabo Verde,1/25/2020 19:15,10526,104,9900
,Jamaica,1/25/2020 19:15,10488,247,5623
,Botswana,1/25/2020 19:15,9992,31,7692
,Zimbabwe,1/25/2020 19:15,9398,274,8297
,Malta,1/25/2020 19:15,9253,122,7062
,Haiti,1/25/2020 19:15,9229,232,7886
,Cyprus,1/25/2020 19:15,9199,46,2055
,Gabon,1/25/2020 19:15,9173,59,9016
,Guadeloupe,1/25/2020 19:15,8344,149,2242
,Mauritania,1/25/2020 19:15,8246,171,7646
,Cuba,1/25/2020 19:15,8026,133,7470
,Reunion,1/25/2020 19:15,7836,39,6660
,Bahamas,1/25/2020 19:15,7460,163,5708
,Syria,1/25/2020 19:15,7459,391,3271
,Trinidad and Tobago,1/25/2020 19:15,6488,115,5639
,Andorra,1/25/2020 19:15,6428,76,5542
,Eswatini,1/25/2020 19:15,6272,120,5901
,Malawi,1/25/2020 19:15,6018,185,5450
Hong Kong,Hong Kong,1/25/2020 19:15,5867,108,5295
,Nicaragua,1/25/2020 19:15,5784,160,4225
,Rwanda,1/25/2020 19:15,5779,47,5317
,Djibouti,1/25/2020 19:15,5670,61,5575
,Congo,1/25/2020 19:15,5632,93,4988
,Martinique,1/25/2020 19:15,5413,40,98
,Belize,1/25/2020 19:15,5335,125,2899
,Iceland,1/25/2020 19:15,5312,26,5110
,Suriname,1/25/2020 19:15,5300,117,5177
,Guyana,1/25/2020 19:15,5236,147,4242
,Mayotte,1/25/2020 19:15,5181,49,2964
,Equatorial Guinea,1/25/2020 19:15,5137,85,5005
,CAR,1/25/2020 19:15,4911,63,1924
,Uruguay,1/25/2020 19:15,4870,72,3827
,Aruba,1/25/2020 19:15,4778,45,4632
,Somalia,1/25/2020 19:15,4445,113,3412
,Mali,1/25/2020 19:15,4417,148,3054
,Thailand,1/25/2020 19:15,3926,60,3780
,Gambia,1/25/2020 19:15,3726,123,3585
,South Sudan,1/25/2020 19:15,3073,61,2938
,Benin,1/25/2020 19:15,2916,43,2579
,Togo,1/25/2020 19:15,2872,64,2295
,Burkina Faso,1/25/2020 19:15,2757,68,2557
,Guinea-Bissau,1/25/2020 19:15,2422,43,2309
,Sierra Leone,1/25/2020 19:15,2408,74,1829
,Yemen,1/25/2020 19:15,2124,611,1474
,Lesotho,1/25/2020 19:15,2092,44,1277
,New Zealand,1/25/2020 19:15,2039,25,1955
,Curacao,1/25/2020 19:15,1827,3,1043
,Chad,1/25/2020 19:15,1655,101,1494
